id,tenant_id,email,password_hash,first_name,last_name,status,mfa_enabled,mfa_secret,failed_login_count,locked_until,last_login_at,created_at,updated_at
a42fd989-ca96-4f95-904a-3ac76e4a4d95,61111f9f-442b-48c6-8cd0-aa5e659984c6,invitee881024@example.com,$2a$12$IY/GR2P9EdYyk3YOnfjfK.LHlqGhP9Zp1rYBvGM7t5KrnjD1rh0uy,Invitee,User,active,f,"",0,,,2026-02-14 04:14:29.906429+00,2026-02-14 04:14:29.906429+00
041a311b-2cd4-418f-aa50-bfb717dba702,7e006d71-e037-43fe-be42-dbad4adc49bd,invitee67382@example.com,$2a$12$CJXXqeiq0rw0jLXCZ7WhdeIfw7U4gyHaP3tCXimxwIC.fiNwsjZza,Invitee,User,active,f,"",0,,,2026-02-14 04:29:10.597195+00,2026-02-14 04:29:10.597195+00
6855d96c-fdfa-4b26-aba2-5d2f98e9dc48,c598352e-951a-448e-ab88-232bc27b1db5,orgtestuser844167@example.com,$2a$12$hjhSUT30dIQ4inq4ONJk.e2fUPeXpKkD85EcdSjcF.3ikUNZ0WwKy,Org,Owner,active,f,"",0,,2026-02-14 04:16:13.959407+00,2026-02-14 04:16:12.952017+00,2026-02-14 04:16:13.959407+00
8ee3be44-c257-4ff9-b18e-0be9407767bc,c598352e-951a-448e-ab88-232bc27b1db5,invitee844167@example.com,$2a$12$Tcjktb6CXi3oL3MwbgruKu4AB1nspP3gbm/GnCtolHe.mxVDmajMC,Invitee,User,active,f,"",0,,,2026-02-14 04:16:14.908532+00,2026-02-14 04:16:14.908532+00
3594a5b9-b081-479e-8b4c-f5516a832208,c3848a21-43b5-4f98-9b56-8807a2846bbc,orgtestuser442799@example.com,$2a$12$LICdVeqgVeX4CfN3yvwSWON99RmQeqkB6y6dSXC4tjCwDgYOXTagq,Org,Owner,active,f,"",0,,2026-02-14 04:17:08.021248+00,2026-02-14 04:17:07.010106+00,2026-02-14 04:17:08.021248+00
6621c7ef-3173-46ca-91e8-10bcc9d97352,c3848a21-43b5-4f98-9b56-8807a2846bbc,invitee442799@example.com,$2a$12$KsDrrmLJ2n/v/11eJi8mZOhXo5MAnqVVaVgbyXPClZDY9ODyaNPCK,Invitee,User,active,f,"",0,,,2026-02-14 04:17:09.003223+00,2026-02-14 04:17:09.003223+00
cc3f8fb1-c1b3-479a-9406-18436f62fdce,9be0e94e-4b8e-4e59-99bc-2c5a40b9dfd1,invitee225205@example.com,$2a$12$WyLgG1SIFEntB8zF5ihOV.I7ZFfSBh.snKPlLnWpaxaD1nFhc0nUa,Invitee,User,active,f,"",0,,,2026-02-14 04:45:07.089236+00,2026-02-14 04:45:07.089236+00
82b6acf9-bc9d-40b5-8d49-1e03e9ca21b8,c6bf048e-141c-437e-bbce-3b59293a954a,orgtestuser903965@example.com,$2a$12$ComqE7UcPJMFF4FY9uIgD.LO.eXwFdU3EKP6UtbkSEp4coatZaW5.,Org,Owner,active,f,"",0,,2026-02-14 04:18:33.55957+00,2026-02-14 04:18:32.592381+00,2026-02-14 04:18:33.55957+00
51b42cb6-ad8a-4686-bc08-06eeec7b4282,c6bf048e-141c-437e-bbce-3b59293a954a,invitee903965@example.com,$2a$12$8wq1ir0zObWeCtlaYanH9OTyNup120O72SkcGojEG1iggn99zeN06,Invitee,User,active,f,"",0,,,2026-02-14 04:18:34.508381+00,2026-02-14 04:18:34.508382+00
021406ce-da34-45de-830e-f19ecc08ef4e,6b42c2c3-ab81-4294-b2cd-eba6f424ae3c,orgtestuser92117@example.com,$2a$12$YgIOYqHtUznmq6a5xqj2sOrRKpznVTV1781Iy3CfUIyAgOjRgewWq,Org,Owner,active,f,"",0,,2026-02-14 04:34:01.065495+00,2026-02-14 04:34:00.082853+00,2026-02-14 04:34:01.065495+00
d836ae5a-3af2-47d2-a3a7-c371929e9d81,7c376b03-0f1b-441d-b28e-d931142c1b9b,orgtestuser248814@example.com,$2a$12$uwndwRIAjtAvYwsBzCHM..yiL0m.gukCHXiN919Qz/V509fVe9/Ke,Org,Owner,active,f,"",0,,2026-02-14 04:27:59.298373+00,2026-02-14 04:27:58.291998+00,2026-02-14 04:27:59.298373+00
904f7fd6-4266-4a63-96e6-c9df1a8391e5,7c376b03-0f1b-441d-b28e-d931142c1b9b,invitee248814@example.com,$2a$12$dned2L0OP4H.Slo4gW8g2Oo1Rn90A/phcYb66gb.yV3HnQkr99VDa,Invitee,User,active,f,"",0,,,2026-02-14 04:28:00.253285+00,2026-02-14 04:28:00.253285+00
dc70be59-4402-41d1-b3b2-871fd4758046,6b42c2c3-ab81-4294-b2cd-eba6f424ae3c,invitee92117@example.com,$2a$12$kHpvozwqPmIc2suW92N2COjpyNEd6944T3IJY81tIzlCXRDtd9cc2,Invitee,User,active,f,"",0,,,2026-02-14 04:34:02.004593+00,2026-02-14 04:34:02.004594+00
f9b770ea-4d0a-42d7-813f-886f546fe70d,d5ce325d-b28a-4897-9475-173978215b1f,orgtestuser646500@example.com,$2a$12$AZu.A5P.qE8rBxJ8pEUDquIOuN/yZ0I1gSlf/Lz7nCnMDjkJOlIXW,Org,Owner,active,f,"",0,,2026-02-14 04:43:19.690099+00,2026-02-14 04:43:18.697794+00,2026-02-14 04:43:19.690099+00
12aed382-2c04-47e5-8c56-aecae23842da,d5ce325d-b28a-4897-9475-173978215b1f,invitee646500@example.com,$2a$12$jDCMb9XOzQ9rB6p41/l8NOMCBjFsSHHJNA9O6isx/tcNrW1/Oq/0.,Invitee,User,active,f,"",0,,,2026-02-14 04:43:20.595213+00,2026-02-14 04:43:20.595213+00
6b93b6a9-7673-4138-88b2-af2105d59f19,608364a0-e828-431d-ad69-0691e5db5832,orgtestuser453592@example.com,$2a$12$wDZNjaAoUBoARqVSgHWk2e7jX7elqSU0GPnqI.t22YSDypF35yW7C,Org,Owner,active,f,"",0,,2026-02-14 04:44:02.77351+00,2026-02-14 04:44:01.974522+00,2026-02-14 04:44:02.77351+00
2ae8e4ab-9b11-468f-8ea7-5da99a69f184,608364a0-e828-431d-ad69-0691e5db5832,invitee453592@example.com,$2a$12$SGktrxESRmV7FNpcqsd0a..pNIKv87cu4FvAPOfpezA4pwAO5Paui,Invitee,User,active,f,"",0,,,2026-02-14 04:44:03.57242+00,2026-02-14 04:44:03.572421+00
